hardware_id	provider	inf_source	evidence
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDB&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDC&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0030	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0033	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0048	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0049	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004A	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004B	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004C	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004D	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004E	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_004F	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0050	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0051	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0052	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0053	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0054	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0056	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0057	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0058	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0059	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_005A	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_005C	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0061	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0080	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0081	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0082	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0083	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0084	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0085	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0086	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0087	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0088	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0089	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_008A	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_008E	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0090	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0091	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0092	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0093	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0094	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0095	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0096	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_0098	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_009C	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_009D	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B0	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B1	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B2	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B3	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B4	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B5	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B6	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B7	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00B9	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C0	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C1	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C2	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C4	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C5	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF0&REV_00C6	Qualcomm Technologies, Inc.	qcnspmcdm8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5	Qualcomm Incorporated	qcdpps8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5	Qualcomm Incorporated	qcdxext_qcdpps8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_0033	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_004A	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_004B	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_004C	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_004D	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_004F	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_0051	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_0095	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_0096	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_0098	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_009C	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&REV_009D	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&SUBSYS_8F03103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&SUBSYS_8F46103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&SUBSYS_8F47103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FF5&SUBSYS_CRD08480	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F03103C	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F46103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F46103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F46103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F46103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F47103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F47103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F47103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_8F47103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFA&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F03103C	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F46103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F46103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F46103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F46103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F47103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F47103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F47103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_8F47103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CDPS8480	Qualcomm Incorporated	qcpilEXT8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CRD08480	Qualcomm Incorporated	qcpilEXT8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_QCB08480	Qualcomm Incorporated	qcpilEXT8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFB&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_AGN00000	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_CDPS8180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_CLS07180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_CLS08180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_IDP07180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_IDPS7180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFC&SUBSYS_MTP08180	Qualcomm Incorporated	QCDiagBridge8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFF&SUBSYS_CRD08480	Qualcomm Inc.	qsarconfig8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFF&SUBSYS_IDP08480	Qualcomm Inc.	qsarconfig8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FFF&SUBSYS_QCB08480	Qualcomm Inc.	qsarconfig8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1036&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1036&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1036&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_soccp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1037&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1037&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_1037&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_oob8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_CDPS8480	Qualcomm Inc.	QcTreeExtOem8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_CDPS8480	Qualcomm Inc.	QcTreeExtQcom8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_CRD08480	Qualcomm Inc.	QcTreeExtOem8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_CRD08480	Qualcomm Inc.	QcTreeExtQcom8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_IDP08480	Qualcomm Inc.	QcTreeExtOem8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_IDP08480	Qualcomm Inc.	QcTreeExtQcom8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_IDPS8480	Qualcomm Inc.	QcTreeExtOem8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_IDPS8480	Qualcomm Inc.	QcTreeExtQcom8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_QCB08480	Qualcomm Inc.	QcTreeExtOem8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_103E&SUBSYS_QCB08480	Qualcomm Inc.	QcTreeExtQcom8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0001	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0002	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0003	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0004	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0005	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CDPS8480&REV_0006	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CRD08480&REV_0001	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_104B&SUBSYS_CRD08480&REV_0002	Qualcomm Inc.	QcMptfDevice8480.inf	HP-SOFTWARE
